,GOLD,SILVER,PLATINUM,PALLADIUM,COPPER,NICKEL,ALUMINUM,CRUDE,NATUGAS,CORN,WHEAT,SOYBEAN,COFFE,COCOA,SUGAR,COTTON,BRENT,HOG,CATTLE,GASOLINE,GASOIL,FEEDER,WHEATKANSAS,SUGARICE,SOYBEANOIL,SOYBEANMEAL,LEAD,ZINC,HEATINGOIL
2016-01-01,0.000471533930269234,1.783169577961599e-05,-0.0001091834980449549,-0.00019960224112241666,-0.0001311758361232814,-0.0003210910188622591,-0.00018177190579386266,-3.84665918281673e-05,-7.789937622850134e-06,-7.757126620560081e-05,-9.7585919000088e-05,-4.5480651795475006e-05,-0.00019699847473620487,-0.019842351137862625,-0.0002338650905739827,-4.411016027642623e-05,-8.654515002543034e-06,-2.8558127179595106e-05,-2.6688021653256664e-05,7.43384361523285e-05,2.9833013392764918e-05,6.217992602295714e-05,-0.00013763186841613586,-0.0002785573661067878,-8.308199858319798e-05,-1.5471092935943587e-05,-0.00011896792904817382,-0.0008804581997935737,1.0237812903145156e-05
2016-01-04,9.942048675354138e-05,6.124690117272896e-05,7.16682566748023e-05,-9.831833728267952e-05,3.9050032691375954e-05,1.9963414465798923e-05,-5.4519241495660706e-05,-0.00011061378686377834,-2.3982372902014618e-05,1.7366819633058476e-05,2.548056514211235e-05,7.22951104359509e-06,-6.503425841102695e-05,-0.015105874741642527,-0.0003676639899344395,4.942233557835446e-06,-9.920522599379957e-05,0.00012957211865446285,2.479236006034785e-05,-0.0001296560581277249,5.464782930179938e-06,1.3055874452363584e-05,5.754922672241635e-05,-0.0006737382642474245,-4.3035081096757426e-05,2.559637144007876e-05,-8.090496832659715e-05,9.616694314980291e-05,-4.443934110902738e-06
2016-01-05,0.00041243123450760604,1.9454428421493868e-06,-0.00019839665267773883,-0.00035099136327111473,-1.870221591306421e-05,9.264467409901056e-05,7.361455637832765e-05,-0.00028779993648325443,-0.0001573346416371849,1.54970294412395e-06,1.1423722942708448e-05,3.740332963887865e-05,-0.0002295206572745088,-0.018666919716705824,-0.00013321499874505147,-4.589859844442871e-05,-0.0003206708776964657,-2.1440832462124097e-05,-1.8527917563099445e-05,-0.00037213680521387785,-0.00019817253931732115,5.209869186168502e-05,1.0385666463384808e-05,0.0006803131089709691,-3.414729919793806e-06,2.9929234488547693e-05,-8.365057458052613e-05,-0.0005431276714601268,-0.00018337035647003066
2016-01-06,0.00048565709850354757,0.00016514618568353893,3.394492000787065e-05,-0.00013897091515445686,-0.00016192945382711903,-0.0001074834964823084,-8.585647296568981e-06,-0.00010096662761471588,0.0003057091301397728,-1.5209956305114427e-06,4.4995269578116176e-05,-9.265168733124622e-07,-0.00011018410612838498,-0.004497805124930552,0.00028206591753456375,-3.911482283680462e-05,-7.650613747347615e-05,-9.504677170574364e-05,-0.00021358233533441052,-6.794111404712907e-05,2.985979416096767e-05,-0.00044379200680643333,1.9062043836125212e-05,0.0009861309915861973,-2.2192658044797913e-05,-1.531319170595824e-05,-4.974402681976853e-05,-0.0008060391066120671,-6.238323264506904e-05
2016-01-07,-0.000302107207353495,-0.00018335669315395792,1.5844510018850808e-05,7.068522388086743e-06,0.0,5.701873945668065e-05,9.693785541306125e-05,-1.6564001481907715e-05,0.0002156280195624499,4.215377956535495e-05,7.814327086350326e-05,3.670955130138295e-06,3.8039403319959644e-05,0.013312109071951366,-0.00022192426529387747,-2.193101571504205e-06,-2.360881961753842e-05,2.264288414318114e-05,-4.4046820680667634e-05,-8.09711312946786e-05,-0.0002569371847651826,-0.00048613477619252924,0.00010429440556851936,-0.0009943564214153035,3.364785536977144e-06,1.5052972943094135e-05,-0.0001146238031254879,6.70174695747452e-05,-5.571609962765098e-05
2016-01-08,-5.439433520031777e-05,-2.306932011448214e-05,-0.00042205748031399115,-0.0002491550430071612,-0.00012749856505348643,-0.0003043989192613111,-0.00019678474932234281,-0.00026994207965113493,-0.00017570992052970424,-5.253683677361293e-05,-7.268759974821648e-05,-1.9274973272494975e-05,-0.00030532389098018056,-0.02737724710495525,-0.00023102634607083362,6.962598738696606e-06,-0.0003025835215753354,-1.1021603818459934e-05,-3.936704400967149e-05,-6.704035635845701e-05,-0.00010798054709390023,2.9840617896415658e-06,-0.00010811379325925475,-0.0006582074499091913,-5.277950572352582e-05,1.3969164595140675e-05,-6.218067333658613e-05,-0.0005634637928530884,-0.00015044918509439474
2016-01-11,-0.00036090717638835433,-5.2127341724973694e-05,-0.00010284997316497145,-7.241042721896416e-05,-3.576913296071136e-05,-3.4625904408204165e-05,-5.028789334894609e-05,-0.00015795791666929073,-0.00032198117615753056,5.059140153946843e-05,9.345527792822181e-05,6.14734793622005e-05,-7.552294064732675e-06,-0.01023952053536848,-7.069690966845957e-05,5.59570509975082e-06,-0.00014600707318492166,0.00015720748563073205,-3.869798170454039e-05,-0.00012794553201734798,-0.00010475417887166937,9.892139339218952e-05,0.00019797104505735432,-0.00032873235598690286,-9.764358083989523e-06,5.940560071678884e-05,2.3704253061057307e-05,-0.00025290502180814594,-0.00010012383537784469
2016-01-12,6.501387689515207e-05,0.0001826518393630903,0.00017319119045730965,0.0003177166003289912,-8.512112432049598e-06,0.00016980524480316106,8.352666731854947e-05,-2.2260755679144477e-05,2.955448804983721e-05,1.2800196386328623e-05,-2.3294528824885914e-05,2.489594258804451e-05,2.7900772337376237e-05,0.007992371947417205,0.00026373033019917876,3.378428089309179e-05,-0.00011304328629026783,-1.8300271728730003e-05,2.890945371096314e-05,-0.00014859703328998818,-7.657468279910778e-05,7.025930569118473e-05,-4.839362718045675e-05,0.0015051146320739413,4.633474342900611e-05,-1.470016455685663e-06,7.641932713573811e-05,0.0005069560165505631,-8.098912942903045e-05
2016-01-13,-0.0004794771480282768,-0.00017282147262247808,-0.00022651295400870803,9.189818745816936e-05,5.6321269164932135e-05,0.0002053400041212678,0.00012919209529041527,0.00012388113486135556,-0.00030632022221591435,0.0,-7.233849296716038e-05,9.518552723840199e-06,6.416067925530858e-05,-0.008765249460646007,0.00023156563448987038,-1.4703588311262136e-05,0.00011071408267721659,4.791771776502155e-05,-8.449751592321458e-05,7.557135271101678e-05,-7.091939997373487e-05,-0.0002593335569334815,-7.975318469326865e-05,0.0008342906291639162,2.635660970366053e-05,-1.2964690727907564e-05,9.771833133106302e-06,0.0002738815188833525,4.7998027298103783e-05
2016-01-14,0.0006174944567338998,6.329781231876824e-05,-0.00010957278320209412,-7.533522095013727e-05,-9.061839561118993e-05,-0.00019861545621619833,-6.56872496750008e-05,-0.00028607235071365414,-9.045392714266303e-05,5.413793315649757e-05,4.1722508920029163e-05,-1.4914464312498578e-05,-5.673241773571842e-05,0.011826425313193013,2.111449235760968e-05,-3.019853355566143e-05,-0.0003714517189850115,-2.0964797126433696e-05,-0.00015824317929750544,-0.00021700840230089204,-7.639857334897884e-05,-0.0005813199712853337,6.544457329296493e-05,-0.000213271102188939,-1.1849985811832939e-05,-3.635212927543343e-05,-0.00010349793647255585,-0.000598878850962093,-0.00020381879882757755
2016-01-15,0.0,0.0,0.0,0.0,0.0,0.00021727853651550024,5.382988546914216e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.501282575090531e-05,0.0,0.0,0.0,-0.00012467827596226603,0.0,0.0,-7.090402652335952e-05,0.0,0.0,2.9425854859339956e-05,0.0003361399779183282,0.0
2016-01-18,-5.77929258477273e-05,9.542693909838051e-05,4.438736220083443e-05,0.00013504448267176867,9.53215425495821e-05,4.7068972022975e-06,3.5250356006109603e-06,-0.0001303127627941034,-4.1786384097725505e-05,4.744516677484543e-05,5.893866396321874e-06,2.2067456742364142e-05,4.129204209951924e-05,0.006726823480647246,-9.694085847275492e-05,6.540822559181183e-05,4.39602832708677e-05,5.153953291737302e-05,8.860723537883845e-05,2.280099177605101e-05,-2.06626969099681e-05,0.00024200779024100753,-1.594480568685541e-05,-0.00037742939491231474,4.4813627741478806e-05,6.752619072933974e-06,7.134062159968685e-05,0.0001973486946584896,-0.00011973779774534337
