,GOLD,SILVER,PLATINUM,PALLADIUM,COPPER,NICKEL,ALUMINUM,CRUDE,NATUGAS,CORN,WHEAT,SOYBEAN,COFFE,COCOA,SUGAR,COTTON,BRENT,HOG,CATTLE,GASOLINE,GASOIL,FEEDER,WHEATKANSAS,SUGARICE,SOYBEANOIL,SOYBEANMEAL,LEAD,ZINC,HEATINGOIL
1995-01-11,0.034482759999999994,0.034482759999999994,0.034482759999999994,0.034482759999999994,0.034482759999999994,0.034482759999999994,0.034482759999999994,0.034482759999999994,0.034482759999999994,0.034482759999999994,0.034482759999999994,0.034482759999999994,0.034482759999999994,0.034482759999999994,0.034482759999999994,0.034482759999999994,0.034482759999999994,0.034482759999999994,0.034482759999999994,0.034482759999999994,0.034482759999999994,0.034482759999999994,0.034482759999999994,0.034482759999999994,0.034482759999999994,0.034482759999999994,0.034482759999999994,0.034482759999999994,0.034482759999999994
1995-01-12,0.0009633218634198644,0.0010945493154483547,0.0037895579221286055,0.1276678321753499,0.25214825014096415,0.002293697689197703,0.002293697689197703,0.0047978992568926074,0.001189861621850039,0.00157132453105988,0.037632466090141994,0.0015402883566730593,0.00969887455953163,0.001725109695396227,0.18969705263071193,0.06965638237211105,0.009247192242418979,0.0013625432325270232,0.0041066165639143375,0.002293697689197703,0.0009258881947591079,0.005518624863881253,0.1783511037368687,0.04438082409578635,0.03919424971003718,0.0010371646561682128,0.002293697689197703,0.002293697689197703,0.0012344989120572584
1995-01-13,0.0005068387551845059,0.0005940679078343919,0.0026823659609121987,0.20656043972194504,0.10603482414170134,0.001067962653507291,0.001067962653507291,0.0036395006174315407,0.0007716516892204231,0.0008982922762465537,0.04135444561145787,0.0016614976348976898,0.01924175593108511,0.000816153151199191,0.2930279226833856,0.03650838747750483,0.010298425328494693,0.0007756476728693533,0.0029672545590546935,0.001067962653507291,0.00044040348752263177,0.005113794559429398,0.19034434443219464,0.020468330082337616,0.04856020059230613,0.0007273432400645337,0.001067962653507291,0.001067962653507291,0.0006662956277059324
1995-01-16,0.0003250193775714263,0.0003923207626514451,0.0023550728074771678,0.20176615124600653,0.046389357366518044,0.0006571580436581294,0.0006571580436581294,0.002851181506738468,0.0005361809750793554,0.0005298967540292594,0.047058473283468225,0.0017792778547350348,0.0225065021750798,0.0005263381553662615,0.35966969898941764,0.03214266816519279,0.011293254574813897,0.0005108444980156977,0.0020540294290295473,0.0006571580436581294,0.00026470968738371664,0.004363195168663447,0.18111935967774057,0.007773003242780415,0.06946266459172917,0.0006023901584297089,0.0006571580436581294,0.0006571580436581294,0.0004426346090236787
1995-01-17,0.00022569041455200846,0.00027455122883843924,0.0025447794107070934,0.18194604487149663,0.055145192201433664,0.0004719557354577331,0.0004719557354577331,0.0025321481285176983,0.0003797706240725529,0.00038190489832764135,0.05676311508403789,0.001974705420249523,0.022290296880861992,0.00045063545978389765,0.3261934132076348,0.04393712827432477,0.01254003184957479,0.00036414680412139716,0.001540659475638975,0.0004719557354577331,0.00019433347789369143,0.003376047628810081,0.16845304873868783,0.008744768561618366,0.10644120807303592,0.0006239657795081411,0.0004719557354577331,0.0004719557354577331,0.0003226211702141061
1995-01-18,0.00016796545050518303,0.00020352601720856112,0.003002092827223669,0.17766028629225505,0.08041789489551213,0.0003597568516654307,0.0003597568516654307,0.002827255471045891,0.0002951036176545934,0.0003449873065064311,0.06092331993164223,0.002074477865307059,0.02069482961775941,0.00040189486348845925,0.24245752192002745,0.05283753167621125,0.014462116570637295,0.0002830200748832749,0.0013593944268885235,0.0003597568516654307,0.00015879438009924868,0.002692008192103701,0.14994360568363832,0.010038384011806357,0.1739507940657643,0.0007625511316285852,0.0003597568516654307,0.0003597568516654307,0.0002418188845441159
1995-01-19,0.0001300995528631839,0.0001538880458544824,0.003614741829334995,0.1877311551820989,0.08753719614796976,0.0002886089045331817,0.0002886089045331817,0.004801671466904483,0.0002406547677927034,0.00033342579310873725,0.05719600823558118,0.002173322068749731,0.01808421043862012,0.0003448883361329806,0.17815198691268747,0.053594518458639384,0.01667429062219927,0.0002076202114302353,0.0014425698299307239,0.0002886089045331817,0.00013272672857171511,0.0023688697290447005,0.14824421800998472,0.009051835870384967,0.2251600386857733,0.0009930817400004642,0.0002886089045331817,0.0002886089045331817,0.0001939625099954507
1995-01-20,0.00010416327568777255,0.00011909567039525278,0.004053570201065641,0.20247810788825185,0.11244322967444093,0.0002477914604175203,0.0002477914604175203,0.006238480112041078,0.00020855892028885114,0.0003188327050655968,0.04905782898954073,0.0024140071318147684,0.016420467401092084,0.00033598381321116007,0.1450311071048484,0.05373834203802982,0.018566619761102507,0.00016855664186477353,0.0016366977765426979,0.0002477914604175203,0.00011532031227360122,0.002328219435292208,0.15137143882260037,0.007649454824235108,0.22261673744842522,0.0011809695448531407,0.0002477914604175203,0.0002477914604175203,0.00016522706252377695
1995-01-23,8.778456129084444e-05,9.787923839099704e-05,0.004306338603394566,0.22977333976199715,0.11674158609793975,0.00022833141720560185,0.00022833141720560185,0.007094738582886725,0.00018579585729752138,0.00028117824144798496,0.04313136197298766,0.002609661905950402,0.016034667452725707,0.00030544893421216964,0.13113457784854346,0.05182818702287954,0.022179208942283743,0.00014286876460342237,0.002019289341957489,0.00022833141720560185,0.00010037988703400072,0.002369838981215113,0.15126588676275138,0.00830565363872372,0.20741889471792332,0.0013069161448601746,0.00022833141720560185,0.00022833141720560185,0.00013685711811958157
1995-01-24,7.635374180859933e-05,8.184595650560606e-05,0.00434599350367768,0.23662669147920137,0.14724856385486734,0.00022962736291810915,0.00022962736291810915,0.007203593626477154,0.00016489238651290537,0.0002773522909268518,0.04570254475207522,0.002830128686025964,0.015683278357053826,0.00028049071973612676,0.11526608198213617,0.045802420901736675,0.028363639986164493,0.00012402635738956858,0.002382478012059905,0.00022962736291810915,8.90299963143446e-05,0.002731121849488628,0.13909485925364742,0.007784306302272626,0.1952216662909112,0.0013515156188818205,0.00022962736291810915,0.00022962736291810915,0.00011895481558046354
