,GOLD,SILVER,PLATINUM,PALLADIUM,COPPER,NICKEL,ALUMINUM,CRUDE,NATUGAS,CORN,WHEAT,SOYBEAN,COFFE,COCOA,SUGAR,COTTON,BRENT,HOG,CATTLE,GASOLINE,GASOIL,FEEDER,WHEATKANSAS,SUGARICE,SOYBEANOIL,SOYBEANMEAL,LEAD,ZINC,HEATINGOIL
2016-01-01,0.0141285956006769,0.0028382213812676,-0.0097756740069973,-0.031672572733347,-0.026079699561861,-0.0358443851555375,-0.0219195935791897,-0.0075341591112245,-0.001254705144291,-0.0201342281879194,-0.0250611246943764,-0.0096934174932371,-0.0222122503926407,-0.0270676691729323,-0.017716461557559,-0.01052364650691,-0.0016227180527383,-0.006255212677231,-0.002689284236657,0.0155480551098323,0.0062287655719139,0.0042628252241658,-0.0303907380607815,-0.0069749418754844,-0.0204515272244355,-0.0041899441340782,-0.0292194348819999,-0.0270313578642305,0.0021924482338611
2016-01-04,0.0030032535246518,0.009433962264151,0.0062350618310298,-0.01552736376461,0.0077120822622107,0.0023014969997863,-0.006451623137643,-0.0214873906330417,-0.0038735343383584,0.0044319097502014,0.0065830721003135,0.0015934441156384,-0.0071133547498852,-0.020710973724884,-0.026720009001414,0.0011532547411583,-0.0188947582283625,0.0283256399496432,0.0024891101431239,-0.0263702735098616,0.0011254924029262,0.0008782201405153,0.0124378109452736,-0.0156087408949011,-0.0103036876355748,0.0072931276297334,-0.0193493126727782,0.003051253856003,-0.0009722897423432
2016-01-05,0.0124760874989602,0.0003115264797508,-0.0168336259423732,-0.0573028903695062,-0.0036139455782312,0.0101265651397244,0.0088857331260139,-0.0556213017751479,-0.0249080399369416,0.0004011231448055,0.0031142946122704,0.0086363636363635,-0.0249595562745551,-0.0255681818181817,-0.0102954656727941,-0.0108793037245615,-0.0612963346448539,-0.0046929198122832,-0.0018621973929237,-0.0754896474538332,-0.041034288926363,0.0033635565954956,0.0022113022113021,0.0158562367864694,-0.0008219178082191,0.0089111668059036,-0.0197310958150808,-0.017291005741463,-0.0396593673965935
2016-01-06,0.0146225252608231,0.0261600747430708,0.0028361344537815,-0.0238590288060934,-0.0315767015148282,-0.0121234589282996,-0.0010162381058317,-0.0206070732386521,0.0506574692821728,-0.0004009623095428,0.0124185035703197,-0.0002253267237494,-0.0123251955439677,-0.0061548428895367,0.0228850326325065,-0.009187370600414,-0.0154423119347011,-0.020910209102091,-0.0219734660033167,-0.0136190303250408,0.0064478311840563,-0.0268182480687946,0.0039225300318705,0.0228928199791882,-0.0054839594187002,-0.0046922439966877,-0.0111823363347809,-0.0252525550853477,-0.013934633899164
2016-01-07,-0.0089871265484575,-0.029742033383915,0.0013616842987325,0.0012170422240991,0.0,0.006490148018508,0.0113599510804243,-0.0032698322433892,0.0377513336068937,0.0112314480545527,0.0214658080343452,0.000901510029299,0.0045596352291816,0.0182529335071708,-0.0196608722181789,-0.0005223978059292,-0.0047053551422809,0.0050251256281406,-0.0048749470114455,-0.0159548355424644,-0.0564938846825858,-0.0268084469072936,0.0214896214896214,-0.0213631739572736,0.0008271298593878,0.00471436494731,-0.024125400654207,0.0021729168566406,-0.0126541623843782
2016-01-08,-0.0015522875816993,-0.0037535189239912,-0.0369246861924685,-0.0391004670103339,-0.0244547257105088,-0.0341215394035631,-0.0223004571394557,-0.0527742119526458,-0.030743376828786,-0.0146767155890519,-0.0198138697087961,-0.0047286647151542,-0.0382226469182991,-0.0380921895006401,-0.0214386646168582,0.0016986802561087,-0.0605583070688878,-0.0024999999999999,-0.0046858359957401,-0.0130331753554502,-0.024074074074074,0.0001538935056941,-0.0222328472388237,-0.0116943866943867,-0.0132231404958678,0.0046922439966878,-0.0120446198568654,-0.0188020563687366,-0.0353913213193676
2016-01-11,-0.0099828164634645,-0.0081632653061224,-0.0091234929944606,-0.0094876945331396,-0.0067750677506774,-0.0039386635833666,-0.0056595927098184,-0.0308688450534557,-0.0579296277409484,0.0140901771336554,0.0260336906584992,0.0153846153846153,-0.0009935419771485,-0.0143094841930117,-0.0070672241324095,0.0014349073832506,-0.0289959261921878,0.0369674185463659,-0.0049218917183821,-0.0253364503696215,-0.0227703984819734,0.0049238344360671,0.0400977995110023,-0.0055219563502497,-0.0025125628140703,0.021153846153846,0.0040638204582073,-0.0088181780832369,-0.024414918729345
2016-01-12,0.0017356806347632,0.0294396961063627,0.0152362161569659,0.0358663626592477,-0.0015916325602546,0.0186153584912129,0.0093136342093929,-0.0041951522684897,0.0053047526253111,0.0035728463676061,-0.0065671641791045,0.0064616755793225,0.0039781203381401,0.0111411208642808,0.0298935167043321,0.0088576266770874,-0.0217176702862783,-0.0044310171198388,0.0038709677419355,-0.0294956566835212,-0.0168284789644013,0.0033685499923441,-0.0098730606488011,0.0256478053939714,0.012314581584103,-0.0005380683346785,0.0124533683460175,0.0191616993395551,-0.0209471137227791
2016-01-13,-0.0124587458745875,-0.0289052890528905,-0.019434247462751,0.0094524765413257,0.0102482350261898,0.0220975834818011,0.0136706109117676,0.0229364955531283,-0.0572905449063105,0.0,-0.01953125,0.0024352446313924,0.0096582466567607,-0.0123539232053422,0.0283343482630802,-0.0038734667527436,0.0196770938446013,0.011733764920089,-0.0117823479005998,0.0147618729543785,-0.0151415404871626,-0.012208148939417,-0.0156695156695156,0.0126321216808455,0.0071882775781033,-0.0045760430686406,0.0016912622607128,0.0112474511887576,0.0117921197570964
2016-01-14,0.0159578912189823,0.0107663077897404,-0.0086985245540629,-0.0085496431157889,-0.0164562669071235,-0.0215029580203197,-0.0067432353356059,-0.0535387431360585,-0.0182773589216358,0.0146360759493671,0.0107263254673612,-0.0037544169611307,-0.0085847436840814,0.0169033130493576,0.0026880357909178,-0.0079066753078418,-0.0628401781296388,-0.0051989602079584,-0.022978538911771,-0.0441679831490259,-0.016042780748663,-0.0284257685771667,0.0115774240231547,-0.0028004073319755,-0.0032939884710403,-0.0129799891833423,-0.0198005263648745,-0.0239045701704794,-0.0473864191499756
